Título,Fecha,Cuerpo,URL,Sección
Más controles de alcoholemia para consolidar la baja de casos positivos,17 de diciembre de 2024,"En los peajes de Hudson, Dock Sud, Quilmes, Bernal y Berazategui de la Autopista Buenos Aires-La Plata En 2024, Autopistas de Buenos Aires SA (AUBASA) ha tomado un rol estratégico en materia de prevención y autovías y rutas bonaerenses. Los operativos en conjunto son claves para que el usuario viaje más seguro. Durante noviembre, y por varios meses consecutivos en baja, los casos positivos de alcohol en sangre no superan el 1%. Aún así, se intensificarán los controles durante todo el verano. Como todos los meses, AUBASA junto al Ministerio de Transporte bonaerense y la Policía provincial, vienen llevando a cabo operativos permanentes y rigurosos con el objetivo de concientizar a los usuarios sobre la tolerancia Cero de alcohol en sangre en rutas como en autovías. Los peajes de Hudson, Dock Sud, Quilmes, Bernal, Berazategui (Autopista Buenos Aires-La Plata), y Pinamar (Ruta 11), Camet y Samborombón (Autovía Provincial 2) son algunos de los puntos que, mes a mes, la empresa estatal realiza los operativos para hacer cumplir la Ley de Alcohol Cero en territorio bonaerense, que prohíbe conducir cualquier tipo de vehículo de motor a quien registre una alcoholemia superior a cero miligramos de alcohol por litro de sangre. DATOS OFICIALES Los datos oficiales de noviembre destacan una nueva baja en la tasa de positividad.
En la Autopista Buenos Aires-La Plata se realizaron 8.447 controles, 73 fueron positivos, lo que representa el 0,87% cada 100 test realizados. El informe demuestra que, del total de positivos, el 84,93% son hombres, y solamente el 15% mujeres. De acuerdo a la franja etaria, AUBASA detalló que los casos positivos se dieron más en personas de 26 a 35 años, y de 36 a 50 años; en ambos casos hubo 30 y 31 detecciones. Luego la franja de 51 a 65 años, y de 66 en adelante. ",https://elsolnoticias.com.ar/mas-controles-de-alcoholemia-para-consolidar-la-baja-de-casos-positivos/,Provincia
Nuevo escándalo: vinculan a L-Gante con una red de trata,9 de diciembre de 2024,"El cantante L-Gante está de nuevo complicado con la Justicia luego de que se confirme que en Morón investigan una posible red de trata de personas con fines de explotación sexual, a partir de una denuncia vinculada a una joven que habría trabajado para una «agencia» de prostitución cuando era menor. De acuerdo a lo que pudo averiguar la Agencia Noticias Argentinas, es en ese marco donde se detalla que la víctima aparecería en un video con el artista del género musical 420, actual pareja de Wanda Nara. Hasta el momento no hay imputados en la investigación que quedó radicada en el Juzgado Federal  1 de Morón, a cargo del Juez Martín Ramos. Asimismo, informaron que la pesquisa recién está en sus inicios. La denuncia alude a que la joven habría sido menor mientras pertenecía a dicha «agencia, motivo por el cual se enmarca en el delito de trata de personas. Es la causa 32.370 e interviene la Fiscalía Federal 1 de Morón y la Procuraduría de Trata y Explotación de Personas (PROTEX). ",https://elsolnoticias.com.ar/nuevo-escandalo-vinculan-a-l-gante-con-una-red-de-trata/,Provincia
Francos vaticinó un triunfo electoral del oficialismo en 2025,15 de diciembre de 2024,"El jefe de Gabinete, Guillermo Francos, vaticinó un triunfo electoral del oficialismo en las elecciones legislativas de 2025, y se mostró a favor de consolidar un acuerdo electoral con el PRO, la fuerza que conduce Mauricio Macri, pese a la tensión abierta en las últimas semanas. Tras argumentar que el Poder Ejecutivo suspendió el llamado a sesiones extraordinarias previsto para el mes de diciembre por falta de acuerdos con los demás bloques, Francos afirmó: “La ley (Bases) que aprobamos ha sido suficientemente amplia y comprensiva de distintos aspectos que necesitábamos, que nos da margen para poder trabajar y desarrollar las políticas del gobierno sin problema” “Por supuesto que quisiéramos avanzar más, pero para eso tenemos las elecciones de este año que viene. Entonces, cuando las elecciones del año que viene, seguramente vamos a ganar las elecciones y a obtener un bloque de diputados muy numeroso que va a poder imponer sus criterios en el Congreso de la Nación”, remarcó en declaraciones a Radio Rivadavia. En la misma línea, aclaró: “Recuerdo lo que decía el Presidente Milei en la campaña: hay reforma de primera generación, hay reforma de segunda generación, ya empezamos con la de primera. Las de segunda generación las vamos a empezar cuando tengamos bloques propios”. Según detalló, las reformas de segunda generación son la tributaria, los cambios en la ley laboral y el debate en torno al sistema de coparticipación que quedarán relegados a tratarse cuando el oficialismo obtenga “la fuerza parlamentaria suficiente para llevarlas adelante”. Pese a las marcadas diferencias con el PRO, el titular de ministros planteó que hay muchas posibilidades de “tener conversaciones y acordar temas” que permitan sellar un pacto electoral. “Macri está molesto por algún tema en particular, por el tema de Kueider. No todos sus senadores votaron de la misma forma, pero no tiene importancia”, subrayó e funcionario luego de que el presidente del partido amarillo calificara de “atropello a la República” la sesión que expulsó al senador Edgardo Kueider. “No me imagino una elección en la que vayamos separados con el PRO. Imagino una elección en la que podemos, por lo menos en algunos distritos, encontrar puntos de unión. La unión hace la fuerza”, afirmó Francos, y agregó: “Si nos dispersamos no va a ser bueno para este espacio. Aunque estoy convencido que el presidente Milei va a tener fuerza suficiente como para ganar la elección, es importante encontrar dentro del espacio de quienes apoyan las ideas de la libertad y de las instituciones en la Argentina”. En otro pasaje de la entrevista, el funcionario pidió no “darle más vueltas” a la tensión abierta entre el presidente Javier Milei y la vicepresidenta Victoria Villarruel, luego de que esta presidiera la sesión que removió al senador entrerriano mientras permanecía al frente del Poder Ejecutivo por el viaje del libertario a Italia. “No diría un conflicto institucional. Hay una diferencia de interpretaciones, pero no hay que darle más importancia de la que tiene. La decisión mayoritaria del Senado fue expulsarlo a Kueider, si hubo 60 senadores que votaron por expulsarlo, el tema está listo”, planteó Francos. Por su parte, sostuvo que la justicia deberá resolver el amparo del hoy exsenador detenido, y en todo caso llamar a una nueva sesión, pero insistió en que están los votos para reiterar el resultado. “La sesión es nula porque la Vice, en calidad de presidente, no podría haber presidido, pero la sesión fue clara porque 60 senadores votaron a favor de la expulsión. Si se llama a otra sesión va a ser expulsado igual”, afirmó. Por último, Francos calificó la detención del gendarme argentino, Nahuel Agustín Gallo, en Venezuela por el gobierno de Nicolás Maduro como «un hecho grave», y lo atribuyó a otro episodio del «matonismo» del presidente chavista. «El gobierno argentino ha reiterado la posición de cuestionar la decisión del dictador venezolano, es un hecho grave en el que suponemos que van a intervenir otros países en apoyo a la Argentina. Lo demás está tramitando por las vías diplomáticas que corresponden«, concluyó. ",https://elsolnoticias.com.ar/francos-vaticino-un-triunfo-electoral-del-oficialismo-en-2025/,Política
Se aprobó la nueva ordenanza tributaria y el presupuesto 2025,17 de diciembre de 2024,"La jornada estuvo marcada por un largo debate debido a los aumentos de tasas proyectados para el próximo año Tal como estaba previsto, el oficialismo logró aprobar la nueva ordenanza tributaria y el presupuesto 2025 en una doble jornada legislativa que se vivió ayer en el Concejo Deliberante de Quilmes.Fiestas y eventos en Quilmes El Código Tributario fue aprobado con 31 votos positivos: 16 concejales (13 oficialistas y 3 de la UCR) y 15 mayores contribuyentes. En contra se manifestaron 10 votos negativos, compuestos por 8 ediles (3 libertarios, 4 del PRO y 1 de la Coalición Cívica) y 2 mayores contribuyentes libertarios. La jornada estuvo marcada por un largo debate debido a los aumentos de tasas proyectados para el próximo año. Cuatro mayores contribuyentes participaron activamente, un hecho que no se daba desde hacía años. Dos respaldaron las subas y dos se opusieron, lo que evidenció tensión y opiniones divididas en el recinto. El oficialismo necesitaba 13 concejales para iniciar la Asamblea de Mayores Contribuyentes y logró asegurar el quórum con la presencia de algunos opositores, lo que permitió avanzar con el tratamiento del proyecto. A diferencia del intenso debate por las tasas, la aprobación del presupuesto 2025 fue sorpresivamente rápida. Los 24 concejales presentes votaron sin discusión alguna. Incluso los ediles que minutos antes habían rechazado la ordenanza tributaria acompañaron el presupuesto con sus votos, sellando un consenso tácito sobre la distribución de los recursos municipales. ",https://elsolnoticias.com.ar/se-aprobo-la-nueva-ordenanza-tributaria-y-el-presupuesto-2025/,Política
El Municipio inauguró un Ecopunto en la Plaza Villa Armonía,18 de diciembre de 2024,"En lo que va del año, se han recuperado 448.655 kg de material reciclable en los Ecopuntos y 244.018 kg en el sistema de recolección diferenciada El Municipio de Quilmes inauguró este martes el Ecopunto de la Plaza Villa La Armonía, el 15º del distrito, y presentó una nueva camioneta que se incorpora al sistema de recolección diferenciada “Quilmes Recicla”, en un trabajo articulado con la empresa Reginald Lee (embotelladora de la compañía Coca-Cola) y el Ministerio de Ambiente de la provincia de Buenos Aires.Fiestas y eventos en Quilmes Las autoridades destacaron la iniciativa conjunta que permitió reponer el Ecopunto en la plaza, luego de que el original sufriera un incendio en julio de este año. Quilmes fue seleccionado por la empresa Reginald Lee como receptor de la nueva estación de reciclaje gracias al compromiso demostrado por el Gobierno Municipal en el reciclado de los residuos. «Estamos reponiendo, gracias a una gestión que se viene haciendo con Reginald Lee, una empresa privada que articula políticas con el Municipio de Quilmes, este Ecopunto que había sido vandalizado en el mes de julio del 2024. Y presentando un nuevo vehículo para la recolección diferenciada, que se adquirió con recursos del Ministerio de Ambiente de la provincia de Buenos Aires y de la Municipalidad. Es el Estado presente y eficiente que nos pide nuestra Intendenta todos los días. Y la eficiencia en términos de reciclado tiene que ver con poner más lugares para que la gente pueda disponer de sus residuos, y con articular con el privado para que estas cosas puedan suceder”, aseguró el secretario de Ambiente y GIRSU, Roberto Gaudio.Fiestas y eventos en Quilmes En esta línea, la concejala Eva Mieri, que agradeció a la ministra de Ambiente provincial, Daniela Vilar, por la adquisición conjunta con el Municipio de la nueva camioneta para el sistema de recolección diferenciada, señaló: «Más que un Ecopunto es un espacio de encuentro de la comunidad, donde las y los vecinos del barrio La Armonía acercan sus materiales reciclables, con compromiso ambiental y también social, sabiendo que es fuente de trabajo para muchísimas familias cartoneras, lo que dignifica su labor. Vemos con mucho entusiasmo este espacio donado por Coca Cola y el trabajo mancomunado entre lo público y lo privado siga beneficiando las políticas ambientales con inclusión social que nos propuso desde el primer día de gestión nuestra intendenta Mayra Mendoza». En tanto, la gerenta de Relaciones Institucionales de Reginald Lee, María Eugenia Justo, indicó: “Vinimos a inaugurar un Ecopunto junto a la Municipalidad de Quilmes en lo que es nuestro programa de reciclaje local, que nosotros apoyamos a los municipios de nuestro territorio. Nos enorgullece mucho poder contribuir al programa de reciclaje local porque para nosotros justamente es muy importante no solo preservar el medio ambiente, sino de esa forma contribuir al desarrollo de las localidades donde estamos”.Fiestas y eventos en Quilmes Además, en el marco del programa provincial Mi Provincia Recicla, con el financiamiento del Ministerio de Ambiente, el Municipio adquirió una camioneta con caja abierta, doble cabina, para reforzar el sistema de recolección diferenciada en el distrito, que actualmente cuenta con once zonas, más de 200 recuperadores y 15 ecopuntos distribuidos en puntos estratégicos de la ciudad. Al respecto, la subsecretaria de Residuos Sólidos Urbanos y Economía Circular bonaerense, Jacquelina Flores, señaló: “Como mujer cartonera que soy y siendo parte del Estado Provincial, celebro que estemos pudiendo garantizar derechos. Estas gestiones dignifican el trabajo de la economía popular. Celebro que haya un Municipio y un Ministerio acompañando, me da mucho orgullo”. Por su parte, Ricardo Piedrabuena de la cooperativa de Recicladores Quilmes destacó: “la verdad que hoy en día tener este sistema de reciclado, a nosotros nos cambió la vida, porque los vecinos nos ven como trabajadores reales. Este municipio realmente apostó mucho en nosotros y le agradecemos”. En lo que va del año, se han recuperado 448.655 kg de material reciclable en los Ecopuntos y 244.018 kg en el sistema de recolección diferenciada; es decir, más de 700 mil kg de material que es reinsertado en el circuito productivo. También estuvieron presentes los subsecretarios de Higiene Urbana, Alejandro De Fazio, y de Ambiente y Desarrollo Sostenible, Darío Ortiza; la concejala Eva Mieri; el director provincial de Coordinación Municipal y Seguimiento de la Gestión, Ariel González; y representantes de la Cooperativa de Recicladores de Quilmes. ",https://elsolnoticias.com.ar/el-municipio-inauguro-un-ecopunto-en-la-plaza-villa-armonia/,Política
"Cristina y Máximo, a juicio oral por Hotesur y Los Sauces",16 de diciembre de 2024,"La Corte Suprema de Justicia de la Nación desestimó un recurso extraordinario presentado por la ex presidenta Cristina Kirchner, el diputado nacional Máximo Kirchner y otros imputados en las causas Hotesur y Los Sauces, por lo que quedó confirmado el fallo que revocó el sobreseimiento y ordenó la realización de un juicio oral. Las causas investigan presuntos delitos de lavado de activos, asociación ilícita y admisión de dádivas vinculados a las sociedades Hotesur y Los Sauces, en las que la familia Kirchner es 
propietaria. En 2021, el Tribunal Oral Federal N° 5 había decidido sobreseer a los acusados, al argumentar violaciones al principio de ne bis in idem. Sin embargo, esa decisión fue revocada en septiembre de 2023 por la Cámara Federal de Casación Penal. El recurso extraordinario presentado por la defensa fue  Cristina Kirchner ahora fue rechazado por la Corte, que consideró que no se trataba de una sentencia definitiva ni de una cuestión federal que justificara su intervención. Los jueces señalaron además que los planteos sobre garantías procesales y la aplicación de leyes más benignas solo podrán ser tratados en el juicio oral. “La defensa no logró demostrar un agravio actual, concreto y real, más allá del sometimiento al proceso penal”, expresó el fallo firmado por los ministros Horacio Rosatti, Carlos Rosenkrantz, Juan Carlos Maqueda y Ricardo Lorenzetti. Con esta decisión, la causa deberá continuar en la etapa de juicio oral, donde se determinarán los hechos y responsabilidades de los imputados, entre los que también se encuentra la sobrina de Cristina Kirchner e hija de Alicia Kirchner, Romina de los Ángeles Mercado. «La fundamentación autónoma requiere que el escrito de interposición del recurso extraordinario contenga un relato prolijo de los hechos de la causa de relevancia principal, que permita vincularlos con las cuestiones que se plantean como de naturaleza federal mediante una crítica concreta y razonada de los argumentos en que se basó la sentencia que se impugna”, indicó el alto tribunal. En esa misma línea, señaló que “resulta exigible rebatir todos y cada uno de los argumentos en que el juzgador se apoyó”. ",https://elsolnoticias.com.ar/cristina-y-maximo-a-juicio-oral-por-hotesur-y-los-sauces/,Política
Bullrich lanza el Servicio Cívico: vuelve la «colimba voluntaria»,18 de diciembre de 2024,"Bullrich negó que la medida sea obligatoria, subrayando que se trata de una participación voluntaria con entrenamiento físico y personal de Gendarmería desarmado La ministra de Seguridad, Patricia Bullrich, junto a la ministra de Capital Humano, Sandra Pettovello, anunció la reimplementación del «Servicio Cívico en Valores», una iniciativa impulsada durante su gestión en el gobierno de Mauricio Macri y ahora retomada bajo la presidencia de Javier Milei. El programa, que apunta a jóvenes de 18 a 24 años que no estudian ni trabajan, será gestionado por Gendarmería Nacional y busca brindarles herramientas educativas, laborales y de formación en «disciplina, respeto y valores». Según Bullrich, se trata de una «alternativa concreta» para alejarlos del delito y las drogas, promoviendo «un futuro con orden y oportunidades reales». El Servicio Cívico, en su versión original de 2019, estuvo dirigido a jóvenes de 16 a 20 años y buscaba fomentar valores democráticos, compromiso comunitario, finalización educativa y habilidades laborales. Sin embargo, recibió fuertes críticas de sectores políticos y organismos de derechos humanos, que lo señalaron como una reinstauración simbólica de la colimba. Bullrich negó que la medida sea obligatoria, subrayando que se trata de una participación voluntaria con entrenamiento físico y personal de Gendarmería desarmado. El programa había sido dado de baja con la llegada de Alberto Fernández al poder, pero ahora regresa como una de las políticas insignia de su gestión en seguridad. ",https://elsolnoticias.com.ar/bullrich-lanza-el-servicio-civico-vuelve-la-colimba-voluntaria/,Política
Milei despidió a casi 35 mil empleados públicos,18 de diciembre de 2024,"El Gobierno nacional despidió a 34.829 empleados públicos, lo que representó una reducción del 7% entre diciembre de 2023 y octubre de 2024, según informó el Ministerio de Desregulación. A su vez, el ahorro estimado a futuro es de US$ 3.820 millones. La desvinculación se concentró en la Administración Pública Nacional (APN) y las empresas estatales, sectores que registraron las mayores caídas en la cantidad de empleados. En concreto, la APN disminuyó su personal en un 10%, equivalente a más de 20 mil puestos de trabajo. En las empresas estatales, la reducción del personal alcanzó el 12,6% durante el mismo período. El informe destaca que la mayor parte del ahorro provino de la disminución de los contratos regidos por la Ley Marco, con una reducción de US$ 2.060 millones. Le siguieron los empleados de planta permanente y transitoria, con un ahorro de US$ 1.130 millones, y los contratos LOYS (monotributistas), con US$ 630 millones. El recorte también se evidenció en la cantidad de puestos de trabajo en la APN según la modalidad de contratación. Entre diciembre de 2023 y octubre de 2024, se observó un descenso en todos los tipos de vinculación laboral. Los empleados de planta permanente y transitoria registraron una caída del 3,6%, mientras que el personal contratado bajo la Ley Marco y los empleados con contratos LOYS experimentaron reducciones mucho más pronunciadas, del 17,8% y 51,9%, respectivamente. El ministerio señaló que “para calcular el ahorro total, se consideró el salario promedio ponderado de octubre de 2024 según el tipo de contratación” y luego se “aplicó el concepto de perpetuidad para estimar el valor de los salarios futuros que ya no se pagarán y se utilizó una tasa de descuento para obtener su valor actual”. ",https://elsolnoticias.com.ar/milei-despidio-a-casi-35-mil-empleados-publicos/,Política
Paro de choferes afecta líneas de colectivos en el AMBA,19 de diciembre de 2024,"Por falta de pago del aguinaldo Choferes de varias líneas de colectivos llevan a cabo un paro este jueves debido al incumplimiento en el pago del aguinaldo, afectando a miles de usuarios en el Área Metropolitana de Buenos Aires (AMBA). Entre las líneas fuera de servicio se encuentran la 148, 159, 22 y 500, además de otras como la 4, 10, 49, 86, 88, 96, 97, 176, 185, 193, 205, 300, 448 y 621. El conflicto surge en el marco de una problemática gremial más amplia, con reclamos similares en distintas provincias del país. Las cámaras empresarias de transporte habían advertido días atrás que no podían abonar el aguinaldo completo sin un incremento en los subsidios o en el precio del boleto, congelado desde agosto. ",https://elsolnoticias.com.ar/paro-de-choferes-afecta-lineas-de-colectivos-en-el-amba/,Política
"La utilización de la capacidad instalada industrial alcanzó el 63,2% en octubre: leve avance intermensual pero retroceso interanual",13 de diciembre de 2024,"El nivel de utilización de la capacidad instalada en la industria se ubicó en el 63,2% durante octubre, lo que representa un incremento del 0,8% en comparación con septiembre. Sin embargo, este registro se encuentra por debajo del 65,3% que había alcanzado en el mismo mes de 2023, según informó el Instituto Nacional de Estadística y Censos (INDEC). El informe detalla que algunos bloques sectoriales superaron el promedio general, destacándose: En contraposición, otros sectores se ubicaron por debajo del promedio general: El indicador de utilización de la capacidad instalada refleja el nivel de actividad del sector industrial en relación con su potencial productivo, considerando la infraestructura existente y las limitaciones derivadas de la demanda, los insumos y la logística. Pese a la leve mejora mensual, el retroceso interanual muestra que la actividad industrial enfrenta desafíos para recuperar los niveles de años anteriores. ",https://elsolnoticias.com.ar/la-utilizacion-de-la-capacidad-instalada-industrial-alcanzo-el-632-en-octubre-leve-avance-intermensual-pero-retroceso-interanual/,Política
La fiebre por viajar al exterior: una bomba de tiempo para las reservas del Banco Central,14 de diciembre de 2024,"En los últimos meses, la demanda de pasajes al exterior ha alcanzado niveles históricos, generando preocupación entre economistas y expertos en política monetaria. “No vaya a ser que nos gastemos todos los dólares de Vaca Muerta en financiar argentinos de alto poder adquisitivo viajando al exterior”, advirtieron los economistas Juan Manuel Telechea y Guido Zack en el portal de noticias Cenital. La observación se enmarca en un contexto donde las exportaciones de energía prometen ser clave para el equilibrio externo del país, pero podrían diluirse frente a una explosiva demanda de divisas para viajes.Mejores paquetes vacacionalesEntretenimiento local Julian Gurfinkiel, cofundador de Turismocity, confirma que el fenómeno no tiene precedentes. “La verdad, no recuerdo otro momento donde la demanda de pasajes al exterior haya explotado de manera tan repentina”, afirma. Y los datos respaldan su afirmación: “Lo que explotó es la venta de vuelos internacionales, con un aumento del 50 por ciento interanual”. Este crecimiento no es uniforme: “Destinos puntuales como Florianópolis o Río de Janeiro tuvieron incrementos del 500 por ciento, el Caribe creció un 300 por ciento y Santiago de Chile, un 350 por ciento”, detalla Gurfinkiel. Los motivos detrás de este boom incluyen la posibilidad de financiar viajes en cuotas a través de tarjetas de crédito, sumada a la percepción de que los precios actuales podrían encarecerse debido a una posible devaluación o cambios en las políticas cambiarias. Sin embargo, este comportamiento plantea un dilema estructural: mientras el país intenta robustecer sus reservas internacionales, las divisas que ingresan por exportaciones podrían evaporarse en el financiamiento de consumos dolarizados. Telechea y Zack plantean un punto crucial: si los ingresos por la explotación de Vaca Muerta se destinan a sostener la salida de divisas para viajes y turismo, Argentina podría comprometer su capacidad de consolidar un equilibrio macroeconómico sostenible. “Es fundamental que los dólares que se generen sean canalizados hacia inversiones productivas y no al consumo corriente”, insisten los especialistas. La situación también pone en evidencia las desigualdades internas. Según estimaciones, solo un pequeño porcentaje de la población tiene la capacidad de realizar viajes internacionales, lo que lleva a cuestionar si es justo que un bien escaso como las divisas se destine a este segmento. Con un mercado de viajes al exterior que no muestra signos de desaceleración, las autoridades económicas podrían verse obligadas a tomar medidas. Esto podría incluir restricciones adicionales al acceso al dólar para turismo o modificaciones en los esquemas de financiamiento de consumos en el exterior. Por ahora, la fiebre por viajar parece imparable. Pero la pregunta persiste: ¿podrá el país equilibrar las demandas de un sector privilegiado sin poner en riesgo sus objetivos económicos de largo plazo? La respuesta, como muchas cosas en Argentina, dependerá de cómo se gestione una coyuntura que mezcla expectativas, desigualdades y recursos limitados. ",https://elsolnoticias.com.ar/la-fiebre-por-viajar-al-exterior-una-bomba-de-tiempo-para-las-reservas-del-banco-central/,Política
Pidieron la extradición de Kueider,17 de diciembre de 2024,"La jueza federal de San Isidro Sandra Arroyo Salgado envió hoy un exhorto a Paraguay para pedir la extradición con fines de tomar declaración indagatoria al expulsado ex senador Edgardo Kueider y a su secretaria Iara Costa, en el marco de la investigación por enriquecimiento ilícito que se les sigue a ambos en su juzgado. La magistrada cursó el exhorto a través de la Cancillería argentina y, además de reclamar que ambos sean trasladados detenidos al país, pidió una serie de medidas de prueba a sus pares paraguayos, como el secuestro de teléfonos celulares y otros elementos que ambos llevaban cuando intentaron cruzar a Paraguay con 211.000 dólares sin declarar, informaron fuentes judiciales a la Agencia Noticias Argentinas. Además, requirió que se allane el departamento de la ciudad de Asunción donde cumplen arresto domiciliario y se envíe a la Argentina todo elemento que pueda resultar de interés, en particular dispositivos electrónicos. En la causa que lleva Arroyo Salgado se investiga si el ex senador del PJ entrerriano es propietario de tres departamentos en una torre en la ciudad entrerriana de Concordia, que están a nombre de una sociedad «Betuil» que le pertenece y que no podría justificar con sus ingresos en la función pública. Kueider ya no tiene fueros parlamentarios y por ello puede ser detenido en Argentina, más allá de que presentó una acción de amparo para que se revierta esta situación, que por el momento está sin resolver en el fuero contencioso administrativo federal de la ciudad de Buenos Aires. La imputación a Kueider es por delitos como enriquecimiento ilícito, abuso de autoridad, incumplimiento de deberes de funcionario público, cohecho pasivo y activo, negociaciones incompatibles y lavado de activos. La jueza reclamó además que la Justicia de Paraguay secuestre de manera inmediata teléfonos celulares, computadoras, pendrives, discos externos que tengan Kueider y Guinsel Costa. La investigación contra ambos se unificó con la que se lleva adelante en el juzgado federal de San Isidro y la fiscalía de ese distrito a cargo de Fernando Domínguez por pago de sobornos por parte de la empresa de seguridad privada Securitas a ex funcionarios entrerrianos vinculados a la empresa provincial de energía ENERSA para adjudicarse contratos. En el exhorto, se informó a la Justicia paraguaya que Kueider y Guinsel Costa son requeridos para tomarles declaración indagatoria bajo la imputación de integrar una asociación ilícita para cometer maniobras de lavado de activos desde principios de 2017 al presente. En la causa ya ingresó documentación que da cuenta que Kueider es accionista y director de Betail SA, la sociedad propietaria de los tres departamentos y que las expensas las pagaba Guinsel Costa. También, está probado que en la época de los hechos investigados entre 2017 y 2019, el expulsado senador del PJ entrerriano era representante del Estado provincial en ENERSA por mandato otorgado por el entonces gobernador Gustavo Bordet. ",https://elsolnoticias.com.ar/pidieron-la-extradicion-de-kueider/,Política
Milei vuelve a la Argentina en plena tensión con Villarruel,15 de diciembre de 2024,"El presidente Javier Milei retornará durante la madrugada del lunes a la Argentina tras su fugaz paso por Italia, en plena tensión con la vicepresidenta Victoria Villarruel abierta por la expulsión de Edgardo Kueider de la Cámara de Senadores. Desde Roma, el mandatario aseguró que la sesión que terminó con la remoción del legislador peronista fue «inválida» y apuntó contra la que fue su compañera de fórmula, a la que acusó de violentar la división de poderes. “En el momento en que yo entro de viaje, automáticamente se produce la acefalía, entonces queda a cargo del ejecutivo la Vicepresidenta. Si preside la sesión del Congreso, está trabajando en el Legislativo, pero al mismo tiempo es Presidente de la Nación interina”, sostuvo al respecto. En la misma línea, agregó: «Eso violenta la división de poderes. La sesión es inválida. Igual se podría hacer nuevamente porque dados los números está claro que todos queremos a los Kueider afuera”. “Lo que puedo notificar y verificar es que Villarruel fue informada. Se le comunica que voy a estar de viaje el martes. Estaba informada 48 horas antes de la sesión. La Escribanía General de la Nación interactuó con la secretaria de Villarruel así que también fue notificada la secretaria”, insistió. El pasado viernes, un sector del Gobierno optó por filtrar los chats que evidenciaban que la titular del Senado había sido notificada del viaje al exterior que emprendería el mandatario, algo que generó ruido incluso al interior del Poder Ejecutivo por el mecanismo utilizado de exponer conversaciones privadas. Desde el entorno del asesor presidencial, Santiago Caputo, atribuían el “error” a la secretaria de Villarruel, Guadalupe Jones, quien no la notificó de la salida del jefe de Estado. También apuntaban contra el equipo que rodea a la Vicepresidenta por no alertarla en plena sesión. Por su parte, Villarruel contrapuso a través de su cuenta de Instagram que ella firmó el acta ante el escribano presidencial a las 19 del jueves, lo que se traduce en una vacancia de poder desde la salida del Presidente a las 12. “Hasta que no me traspasan el poder, soy vicepresidente, y eso se hace informándomelo el escribano de Presidencia. Firmé el acta dando el conforme a las 19”, sentenció tras los idas y vueltas entre Casa Rosada y el Congreso. Una alta fuente aseguró a la agencia Noticias Argentinas que “no existe ningún acto administrativo”, y que la asunción es automática a la salida del país del mandatario. “Incluso si da una orden verbal, ese decreto es válido”, graficaron. Asimismo, durante su exposición en el festival Atreju 2024, Milei enumeró su decálogo de acción política, y entre los puntos expuestos destacó que los funcionarios que prioricen “agendas propias” y no acaten la línea del partido serán expulsados. “En nuestro gobierno somos implacables. El que viene con agendas propias y no acata la línea del partido es expulsado. Voy a tomar una frase de aquí: ‘Roma no paga traidores’”, aseveró. Lo cierto es que los cronogramas de actividades diferenciales configuran una de las grandes críticas que en Balcarce 50 le hacen a la Vicepresidenta que, desde la asunción, ha visitado varias provincias argentinas. “Todos la bancamos porque era la compañera de Javier en campaña y esperábamos que siguiera siéndolo. Pero ya no es así y para colmo planea su propia campaña y usa los recursos del Senado para eso”, supo cuestionar la diputada Lilia Lemoine, cercana a la secretaria general de la Presidencia, Karina Milei. El Presidente emprendió a las 9.30 su vuelo de regreso tras atender la invitación de la titular del Consejo de Ministros de Italia, Giorgia Meloni, y desembarcará en suelo argentino durante la madrugada. A partir del lunes, deberá enfrentar la escalada de tensión con Villarruel y ordenar la piezas que llevaron Kueider a presentar un amparo en rechazo a la sesión que lo expulsó y reclamar su restitución en el cargo. ",https://elsolnoticias.com.ar/milei-vuelve-a-la-argentina-en-plena-tension-con-villarruel/,Política
Martín Menem confirmó buscarán derogar la Ley del Aborto,18 de diciembre de 2024,"Tanto el presidente Javier Milei, la vicepresidenta Victoria Villarruel y la mayoría de sus funcionarios y legisladores expresaron su rechazo a la iniciativa votada en el 2020 El presidente de la Cámara de Diputados, Martín Menem, confirmó que la intención del Gobierno libertario es buscará derogar o modificar la Ley de Acceso a la Interrupción Voluntaria del Embarazo (IVE) en el Congreso durante el 2025. Menem indicó que la intención de La Libertad Avanza es impulsar una nueva ley o modificar la vigente aunque reconoció que en la actualidad el oficialismo no tiene los votos para hacerlo. “A mí gusta la idea. Yo soy pro vida. No lo dudo. Pañuelo celeste de acá a la China”, señaló el presidente de la Cámara Baja. Al ser consultado sobre el conflicto social que podría generar la iniciativa respondió: “Hemos tocado un montón de otros intereses y no hemos dudado en eso”. Lo cierto es que derogar la Ley IVE fue una iniciativa del Gobierno desde la campaña electoral del 2023. Tanto el presidente Javier Milei, la vicepresidenta Victoria Villarruel y la mayoría de sus funcionarios y legisladores expresaron su rechazo a la iniciativa votada en el 2020. En varias oportunidades, el Presidente libertario manifestó estar en contra de la ley. Sin ir más lejos, en su último viaje a Italia, durante una entrevista, remarcó: “Yo estoy en contra de todo tipo de aborto”. Y ante el cuestionamiento de que esa no es una postura liberal dijo que los liberales “no son manada” y no tienen porque pensar todos iguales. “Hay liberales que son provida y liberales que son proaborto”, completó. ",https://elsolnoticias.com.ar/martin-menem-confirmo-buscaran-derogar-la-ley-del-aborto/,Política
