Título,Cuerpo,URL,Fecha
Cuáles son las promos que Cuenta DNI activó este jueves,"Llegó el último mes del año y Cuenta DNI ya activó los descuentos en comercios de diversos rubros y beneficios especiales para los usuarios de la billetera digital de Banco Provincia para pagar productos y servicios.

Una por una, estas son las promos disponibles en diciembre:

- En comercios de cercanía: continúa el 20% de descuento de lunes a viernes, con un tope mensual de $6.000 por persona. Se alcanza con $30.000 en consumos.

- Ferias, mercados y eventos: 40% de descuento todos los días, con un tope semanal de $4.000. El tope se alcanza con $10.000 en consumos.

- Pet shops y veterinarias: 40% de descuento todos los días de diciembre, con un tope de $4.000 semanales por persona, que se alcanza con $10.000 en consumos.

- Jóvenes de 13 a 17 años: Hasta $3.000 de reintegro por mes en recargas de transporte y celulares.

- Especial universidades: 40% de ahorro todos los días en comercios adheridos de universidades bonaerenses, con tope semanal de $4.000 por persona. Se alcanza con $10.000 en consumos.

- Personas mayores de 60 años: 30% de descuento de lunes a viernes en comercios de cercanía adheridos a Cuenta DNI. Tope mensual de $7.000 por persona que se alcanza con $23.330 en consumos.

- Gastronomía: 30% de descuento todos los sábados y domingos en comercios adheridos, con un tope semanal de $5.000 por persona, que se alcanza con un tique de $16.600.

Los sábados continúa el descuento en carnicerías, granjas y pescaderías: 35% todos los sábados en comercios adheridos, con un tope semanal de $6.000 por persona, que se alcanza con $17.150 en consumos.

En tanto que en supermercados adheridos se podrá obtener 25% de descuento durante los lunes 23 y 30 de diciembre. Este beneficio llega con una novedad: para mejorar la capacidad de compra en las vísperas de Navidad y Año Nuevo, este mes el tope de $10.000 será por día. De manera que las personas que utilicen esta promo en ambas jornadas podrán ahorrar hasta $20.000 pesos.",https://www.eldia.com/nota/2024-12-19-7-41-0-cuales-son-las-promos-que-cuenta-dni-activo-este-jueves-la-ciudad,19/12/2024
"La ""Scaloneta"" sigue en lo más alto del ranking FIFA por segundo año consecutivo","En las últimas horas, se dio a conocer de manera oficial el nuevo ranking FIFA. En este caso, la Selección Argentina de fútbol, sigue en lo más alto por segundo año consecutivo, algo que logró gracias a mantener un buen nivel en eliminatorias.

La albiceleste sumó 1867.25 puntos y se ubicó por delante de Francia, segundo, con 1859.78, y España, que viene de ganar la Eurocopa y de tener un gran año, tercero con 1853.27 unidades.

En el cuarto lugar aparece Inglaterra (1813.81), mientras que Brasil ocupa el quinto puesto (1775.85) y Portugal el sexto (1756.12). Países Bajos (1747.55), Bélgica (1740.62) Italia (1731.51) y Alemania (1703.79) competan la lista de los 10 mejores equipos del mundo.

Aunque aún no está confirmado el formato de la Copa Mundial de la FIFA 2026, si se toma el caso de Qatar 2022 hay que tener en cuenta que los primeros siete países del ranking FIFA quedaron establecidos como cabezas de serie de los grupos del torneo, siendo el anfitrión quien ocupó la plaza restante.",https://www.eldia.com/nota/2024-12-19-8-21-0-la-scaloneta-sigue-en-lo-mas-alto-del-ranking-fifa-por-segundo-ano-consecutivo-deportes,19/12/2024
La Corte Suprema escuchará los argumentos contra la red TikTok,"No se Queje si no se Queja

La Corte Suprema escuchará los argumentos contra la red TikTokLa Corte de Estados Unidos deberá expedirse sobre la continuidad de TikTok. La Corte Suprema de Estados Unidos aceptó revisar una solicitud de TikTok y su compañía matriz china ByteDance para bloquear una ley que obligaría a la venta de la aplicación a más tardar el 19 de enero.El máximo tribunal del país tiene previsto escuchar el 10 de enero los argumentos para determinar si la ley limita de forma inconstitucional la libertad de expresión, en violación de la Primera Enmienda.Recibí las noticias en tu email El fallo del tribunal fue emitido dos días después de la petición de TikTok para emitir una medida cautelar contra la ley.En abril, el presidente de Estados Unidos, Joe Biden, promulgó la ley que da a ByteDance un plazo de 120 días para vender TikTok alegando preocupaciones de seguridad nacional sin fundamento. Si la compañía no cumple con esta imposición, la ley ordena que operadores de tiendas para aplicaciones en línea, como Apple y Google, retiren TikTok de sus plataformas.En mayo, TikTok demandó al Gobierno estadounidense para bloquear la potencial prohibición, la cual ha generado críticas generalizadas.A inicios de diciembre, el Tribunal de Apelaciones de EE. UU., en Washington D.C. desestimó la afirmación de TikTok de que la medida fuera inconstitucional o vulnerara los derechos otorgados por la Primera Enmienda a los 170 millones de usuarios estadounidenses.El lunes, TikTok pidió a la Corte Suprema de Estados Unidos bloquear la ley y afirmó que cerraría una de las plataformas de expresión más populares de Estados Unidos justo un día antes de la toma de posesión del nuevo presidente. “Esto acallará la voz de los solicitantes y de muchos estadounidenses que utilizan la plataforma para comunicarse sobre política, comercio, arte y otros asuntos de interés público”. NA",https://www.eleco.com.ar/mundo/la-corte-suprema-escuchara-las-argumentos-contra-la-red-tiktok,19/12/2024
Victoria Villarruel fue a ver a Los Piojos y lo compartió en sus redes sociales,"Tras 15 años de ausencia en los escenarios, Los Piojos volvieron a reunirse para brindar un show en el Estadio Único Diego Armando Maradona de la ciudad de La Plata.

Una multitud los fue a ver, pero una figura en particular se destacó entre el público: la vicepresidenta Victoria Villarruel.

“Fabuloso recital de Los Piojos en el Estadio Único de La Plata. ¡Argentina sos lo más!”, escribió la mandataria en su cuenta de X junto a las fotos.

La funcionaria se mostró disfrutando del show que brindó una de las bandas de rock argentino más queridas, conformada actualmente por con gran parte de la formación original: Daniel Buira en percusión, Daniel Pity Fernández en guitarra, Sebastián Cardero en batería, Facundo “el Chango” Farías Gomez, y Luciana Valdés en bajo. (NA)",https://www.lanueva.com/nota/2024-12-19-9-0-0-victoria-villarruel-fue-a-ver-a-los-piojos-en-la-plata-y-lo-compartio-en-sus-redes-sociales,19/12/2024
Fede Bal habló sobre su separación de Flor Díaz,"A pesar de haber confirmado su separación de la bailarina Flor Díaz, el hijo de Carmen Barbieri dejó abierta la posibilidad de un reencuentro o incluso una nueva historia de amor entre ellos: ""Estoy separado, nos separamos con Flor pero estamos bien, hablamos. Creo que por momentos en la vida se abren un poco, no pasó nada puntual, sino ya lo sabrían ustedes. Ella está trabajando afuera y en enero viene y seguro nos reencontremos y veremos qué es lo que nos pasa, hay mucho amor y ninguna separación conflictiva por primera vez"", comentó Fede Bal.

También, el actor no dudó en destacar la buena relación que mantiene con Flor, y expresó que en algún momento de la vida las personas pueden distanciarse sin que ello signifique el fin de los sentimientos. ""Hay mucho amor"", agregó.

Por último y desde otro lugar, Bal se refirió a su presente laboral y a los proyectos futuros: “Hacemos un programa lindo, a la gente le gusta, yo estoy hace tres en la conducción y la gente se despega un poco de los programas, es el nuevo programa donde puedo ser yo”, cerró Fede.",https://www.eldia.com/nota/2024-12-19-8-15-0-por-primera-vez-fede-bal-hablo-sobre-su-separacion-de-flor-diaz-espectaculos,19/12/2024
Una vez más sustrajeron elementos en el Club Vista Alegre,"Desconocidos ingresaron esta madrugada en las instalaciones del Club Vista Alegre y sustrajeron elementos de la entidad deportiva, que ha sido blanco de la inseguridad en varios ocasiones.

Felicidad Ugarte, dirigente de la institución, mencionó que los delincuentes violentaron un candado y forzaron el portón de un salón del edificio ubicado en Coulin y Río Atuel.

La mujer señaló que los sujetos se apoderaron de un horno pizero chico con manguera y regulador, una garrafa y un termo.

""Ya veníamos atravesando varias situaciones. Días atrás estábamos en una jornada de trabajo que habíamos organizado para empezar a hacer mejoras en las institución y entraron al predio y robaron dinero de mi mochila. Los descubrimos y descartaron el bolso, incluso habían preparado otras cosas para llevarse. En ese tiempo se metieron también en la casa del canchero"", comentó Ugarte.

""El martes pasado estuvimos asegurando varias puertas y lugares, pero nos quedaba reforzar este portón por donde ingresaron a la madrugada. Nunca nos imaginamos que iban a entrar por el frente, donde hay buena iluminación"", agregó.",https://www.lanueva.com/nota/2024-12-19-9-18-0-una-vez-mas-sustrajeron-elementos-en-el-club-vista-alegre,19/12/2024
Qué lugar ocupa Bahía Blanca en el ranking de ingresos promedio,"Aunque las comparaciones son odiosas, nos ayudan a conocer mejor donde estamos parados. Una variable que aporta una primera mirada acerca de la situación socioeconómica de una localidad es el Ingreso Per Cápita Familiar (IPCF) del INDEC, que arrojó para nuestra ciudad un valor promedio de 335.861,33 pesos al segundo trimestre de este año, posicionándola, así, como una de las cinco con IPCF más altos de nuestro país.

El IPCF consiste en sumar todos los ingresos que puede percibir una familia a lo largo de un trimestre (se consideran tanto fuentes laborales como no laborables, como por ejemplo, una renta por alquiler o un plazo fijo) y luego se la divide por cada uno de los integrantes. Es importante aclarar que los ingresos no se atribuyen a ningún integrante de la familia en particular, es decir, simplemente se divide por el total de personas sin importar cual de todas lo generó.

El IPCF es una de las variables de ingresos que releva el INDEC en su Encuesta Permanente de Hogares (EPH), cuyo detalle, disponible en la web del organismo (www.indec.gob.ar) corresponde al segundo trimestre de 2024.

Así, con un IPCF medio de $ 335.861,33 al segundo trimestre del corriente, Bahía Blanca era, a ese período, uno de los cinco aglomerados de toda la Argentina (el INDEC releva 32 en total) con mayor renta per cápita familiar, muy por encima de localidades del resto de nuestro país como Resistencia (con 152.774,80 de IPCF promedio, el más bajo de todos los aglomerados), Formosa capital ($ 163.698,75), La Rioja ($ 165.924,93) y Santiago del Estero-La Banda ($ 195.411,17).

Por encima de la ciudad estaban CABA (IPCF medio de $ 515.444,98), Neuquén-Plottier ($ 389.371,58) Comodoro Rivadavia - Rada Tilly ($ 359.694.56) y Ushuaia - Río Grande ($ 355.338,32).

El INDEC difundió ayer datos de la EPH para el tercer trimestre del año, que tiene los primeros indicios acerca del desempeño del mercado laboral de Bahía Blanca.

De acuerdo con el Boletín de Estadísticas Laborales (BEL) del Instituto de Investigaciones Económicas y Sociales de la UNS (IIESS), la evolución del mercado de trabajo en Bahía Blanca-Cerri en el tercer trimestre estuvo marcado por la disminución simultánea de las tasas de desocupación y de empleo.

Así y tomando como referencia los datos oficiales, los investigadores del IEESS señalaron que la tasa de desocupación entre el tercer trimestre de 2024 e igual lapso de 2023 subió desde 5,8 a 6,9% del total de activos, al tiempo que el empleo bajó del 46,9 al 45,4% del total de habitantes. Esta situación, en apariencia, contradictoria, surge de la forma de medir la desocupación, la que sigue convenciones estadísticas internacionales.

Es que como el INDEC considera desocupado solamente a quienes no tienen un empleo remunerado, pero que están en búsqueda activa, la suba de la tasa de desempleo no siempre va acompañada de una baja en la tasa de empleo, como indicaría la lógica.

La clave radica en un tercer indicador: la tasa de actividad, esto es, el porcentaje de bahienses activos con respecto al total poblacional, que mide la disposición a participar en el mercado laboral. Activo es quien tiene o busca empleo.

Consideradas en conjunto, si menos gente está buscando trabajo, la tasa de desempleo baja sin que tenga porqué subir la de empleo, ya que puede también caer la disposición a buscar uno, es decir, hay menos activos buscando empleo, lo que se vería a través de una merma en la tasa de actividad.

Y tal parece que ese sería el caso, ya que la tasa de actividad cayó de 49,8% en julio-septiembre de 2023 a 48,6% en igual período de este año, de modo que hay una mayor cantidad de inactivos en el aglomerado Bahía Blanca-Cerri.

Aunque no se puede conocer la o las causas de esa mayor inactividad, desde el IEESS explican que es poco probable que sea el reflejo de una menor necesidad de salir a buscar trabajo, ya que los ingresos reales de la población se deterioraron en forma considerable.

“La experiencia del mercado de trabajo bahiense muestra que gran parte de las personas desplazadas de la ocupación y de las que abandonaron la búsqueda de empleo (registradas ahora como inactivas) pasan a un estado de desempleo “oculto”, disponibles para volver a participar ante un cambio favorable de la coyuntura”, dicen, para finalizar.",https://www.lanueva.com/nota/2024-12-19-5-0-44-que-lugar-ocupa-bahia-blanca-en-el-ranking-de-ingresos-promedio,19/12/2024
el Cartonazo genera fuerte expectativa entre los lectores,"La ronda del Cartonazo quedó vacante ya que ningún lector consiguió completar los números de la tarjeta de EL DIA y el pozo, por consiguiente, quedó vacante. Ahora, entonces, para la ronda del juego que se iniciará mañana y culminará la próxima semana, se podrán ganar 2.000.000 de pesos.

La última vecina en llevarse el premio completo fue Vilma Aparicio. La semana pasada la lectora, que vive en la localidad de San Carlos, logró hacer match en los 15 números de su cupón y obtuvo un Cartonazo de 3.000.000 de pesos porque ganó en una ronda de pozos vacantes. El premio no pudo caer en mejores manos, pues ella y su familia están levantando la casa propia y ese dinero contribuirá a la compra de materiales para terminar el proyecto.

Con este pozo vacante se renueva la ilusión de miles de lectores de EL DIA de la Región que al adquirir mañana la nueva tarjeta (se entrega todos los viernes con la edición impresa) tientan al azar y se dan una oportunidad de ganar una suma en efectivo, que esta vez alcanzará los 2.000.000 de pesos.

Uno de los principales atractivos del Cartonazo (además del premio) es su forma sencilla de participar. El proceso arranca mañana (como todos los viernes), cuando se reparta con la edición impresa del diario una tarjeta que contiene 15 números (del 00 al 89) sin repeticiones y distribuidos entres líneas horizontales de cinco números cada una.

Luego, a partir del sábado y hasta la semana que viene, el diario publicará la serie de números -un total de 50- que compondrán los resultados semanales.

Quienes participan deben comparar los números que aparecen en su tarjeta con los que se publican en EL DIA, tanto en la edición impresa como en su sitio en la web. De encontrar coincidencias, deberán tildar los aciertos y se gana si se completa el cartón el día del cierre del juego (el miércoles) deben comunicarse con el diario (al 425-0101) o acercarse hasta la redacción (diagonal 80 N° 815), de 11 a 17.

El Cartonazo se volvió un clásico en la Región. Un gran número de familias experimentó la alegría de que alguno de sus integrantes, fieles participantes del juego durante años y años, se llevara el premio, y en muchas de esas ocasiones siendo los únicos ganadores de un pozo vacante por varias semanas. El récord de dinero obtenido hasta ahora ha sido de 4.000.000 de pesos.

Por lo general, según cuentan los lectores al ganar, el dinero del pozo se utiliza para reformas en el hogar, vacaciones familiares, cumplir con distintos compromisos o bien ahorrar para diferentes alternativas.",https://www.eldia.com/nota/2024-12-19-1-49-7-2-000-000-el-cartonazo-genera-fuerte-expectativa-entre-los-lectores-la-ciudad,19/12/2024
El deporte argentino tiene su mayor fiesta con los Olimpia,"No se Queje si no se Queja

El deporte argentino tiene su mayor fiesta con los OlimpiaLa marplatense Casetta fue ganadora el año pasado. La entrega de los premios es hoy, desde las 21.Los premios Olimpia del Círculo de Periodistas Deportivos se entregarán hoy en la Usina del Arte para galardonar a deportistas en cuarenta y tres disciplinas, mientras que además habrá otras distinciones especiales y se brindará el Olimpia de Oro.Recibí las noticias en tu email Para esta edición se cumplen setenta años del comienzo del evento, en el que Juan Manuel Fangio fue el ganador del primer Oro, y hoy se celebrará La Fiesta del Deporte Argentino, desde las 21, con televisación en vivo de la TV Pública.Además de las ternas tradicionales de las distintas disciplinas, se le dará el Olimpia de Brillantes a al exrugbier Hugo Porta, siendo este el tercero en recibirlo luego de Gabriela Sabatini (tenis) y Santos Benigno Laciar (boxeo).Dentro de los nominados estarán el piloto de Fórmula 1 Franco Colapinto, primer argentino en competir en la máxima categoría del automovilismo mundial después de veintitrés años, los futbolistas Adrián ""Maravilla"" Martínez, Emiliano ""Dibu"" Martínez, Lautaro Martínez y la revelación en París 2024, José ""Maligno"" Torres en BMX.Además, se hará menciones especiales para los atletas paralímpicos Hernán Urra, Alexis Chávez, Fernando Vázquez, Antonio Ruiz Díaz, Paula Gómez, Juan Samorano, Rodrigo Romero, Stefanía Ferrando, Gustavo Fernández y Los Murciélagos, selección argentina de fútbol para ciegos.También se recordarán la consagración de Guillermo Vilas en el Masters 1000 de Australia hace cincuenta años, la medalla dorada de la Generación Dorada de básquet y el Oro en Atenas 2004 en el fútbol.Por último, tendrán menciones Diego Maradona por sus primeros títulos con ""Cebollitas"", el equipo con el que ganó Los Juegos Evita y el título de Novena División con Argentinos Juniors en 1974; al entrenador Gustavo Costas por ganar la Copa Sudamericana con Racing y a Ángel Di María por su trayectoria en la selección nacional de fútbol.En la edición 2023, el Olimpia de Oro fue compartido entre el futbolista Lionel Messi y la atleta Belén Casetta.La siguiente es la lista de los deportistas nominados en los premios Olimpia:Hockey sobre césped: Cristina Cosentino, Zoe Díaz de Armas y Tomás Santiago.",https://www.eleco.com.ar/deportes/el-deporte-argentino-tiene-su-mayor-fiesta-con-los-olimpia,19/12/2024
El Gobierno confirmó el nuevo valor que tendrá el dólar tarjeta desde el lunes,"El impuesto PAIS dispuesto en la ley 27.541 -de 2019- finaliza este 22 de diciembre. La Agencia de Recaudación y Control Aduanero (ARCA) confirmó que el tributo no será reemplazado, aunque que el dólar tarjeta y el dólar solidario mantendrán un recargo del 30% en concepto de la percepción de Ganancias.

De esta manera, habrá una rebaja de 30 puntos en las alícuotas que encarecen el tipo de cambio oficial destinado al ahorro y para los gastos en bienes y servicios en el exterior. Así lo dispuso la resolución 5617 de la ARCA, publicada este jueves en el Boletín Oficial.

El Impuesto para una Argentina Inclusiva y Solidaria -o PAIS- recarga hasta este 22 de diciembre con 30% el valor al que se accede al dólar oficial. Se trata de un tributo no reintegrable, al que se suman las percepciones de Ganancias y Bienes Personales, por lo que juntas encarecen 60% al tipo de cambio.

La decisión de no remplazar el Impuesto PAIS había sido adelantada por el ministro de Economía, Luis Caputo, y por el jefe del Banco Central, Santiago Bausili.

Con el fin del impuesto PAIS, la compra de dólar oficial para atesoramiento (dólar solidario) y gastos en el exterior (dólar tarjeta) será más accesible desde el 23 de diciembre.

Desde el lunes, el recargo total aplicado al dólar tarjeta disminuirá de 60% a 30% correspondiente únicamente a la percepción a cuenta de Ganancias y Bienes Personales.

El dólar solidario es la opción para acceder a divisas al valor oficial en la Argentina con el cupo de US$ 200 mensuales y por persona que tiene una docena de restricciones. Con los impuestos actuales, cotiza este jueves 19 de diciembre a $ 1668.

El dólar tarjeta tiene el mismo recargo que el solidario. Es el tipo de cambio que rige para todas las transacciones (compra de bienes o servicios vía tarjeta de crédito o débito) en el exterior, incluidos servicios de streaming como Netflix o Spotify. Cotiza a $1668 este 19 de diciembre.

A precio de este jueves del dólar oficial, el dólar solidario se reduciría a unos $ 1355,25 con la eliminación del Impuesto PAIS. Esto significa un menor gasto para quienes realizan consumos en moneda extranjera, aunque seguiría siendo el tipo de cambio más caro del mercado. (Con información de TN)",https://www.lanueva.com/nota/2024-12-19-8-39-0-el-gobierno-confirmo-el-nuevo-valor-que-tendra-el-dolar-tarjeta-desde-el-lunes,19/12/2024
TGC llevó adelante dos medal play durante el fin de semana,"No se Queje si no se Queja

19 de diciembre de 2024 | 10.04 publicado hace una horaTGC llevó adelante dos medal play durante el fin de semanaNutrida e interesante actividad, con torneos en dos días. Durante el fin de semana, se jugaron dos medal play por categorías en Tandil Golf Club.Recibí las noticias en tu email En categoría 0 a 21 de hándicap (salidas blancas) se impuso Carlos Diego De Vega, con 67 golpes, por desempate ante Daniel Fernández. Además, la de 21 a 56 fue para Ricardo Burstein.La categoría de -3 a 16, salidas azules, fue para Arnaldo Bintana; y en damas se impuso María Leila Caronello.El domingo, la categoría fue mixta única y la destacada fue Graciela Macaggi. Los resultados:Para el próximo fin de semana, Tandil Golf Club programó doble actividad. El sábado habrá 18 hoyos medal play para damas y caballeros; y el domingo, un medal con categoría única.",https://www.eleco.com.ar/deportes/tgc-llevo-adelante-dos-medal-play-durante-el-fin-de-semana,19/12/2024
"El desempleo bajó a 6,9% en el tercer trimestre del año","El desempleo se ubicó en 6,9% de la población económicamente activa en el tercer trimestre del año, con un descenso respecto del trimestre anterior, aunque por encima del mismo período de 2023.

De acuerdo con información del Indec difundida hoy, en el tercer trimestre de 2024, la tasa de desocupación –personas que no tienen ocupación, están disponibles para trabajar y buscan empleo activamente, como proporción de la población económicamente activa (PEA)– se ubicó en 6,9%.

En el segundo trimestre, la desocupación había llegado a 7,6%; mientras que en el tercer trimestre de 2023 la tasa fue de 5,7%.

En el tercer trimestre, la tasa de actividad (TA) –que mide la población económicamente activa (PEA) sobre el total de la población– alcanzó el 48,3%; y la tasa de empleo (TE) –que mide la proporción de personas ocupadas con relación a la población total– se ubicó en 45%.

La tasa de subocupación resultó del 11,4% de la PEA, mientras que los otros ocupados demandantes y los otros ocupados no demandantes disponibles alcanzaron, en conjunto, el 11,9% de la PEA.

""Consecuentemente, la presión sobre el mercado laboral, conformada por el universo de desocupados, subocupados, ocupados demandantes y ocupados no demandantes disponibles, alcanzó el 30,2% de la PEA"", señaló el Indec.

Dentro de la población activa (48,3%) se destacó que al observar las poblaciones específicas, dentro del universo de 14 años y más, desagregada por sexo, la tasa de actividad para los varones fue de 70,5%, mientras que para las mujeres se ubicó en 52,1%.

A nivel geográfico, las regiones que presentaron mayores tasas de actividad fueron Gran Buenos Aires (49,3%), Pampeana (49,0%) y Cuyo (47,2%).

Por otra parte, la que presentó la menor tasa de actividad fue Noreste (44,2%).

A su vez, si se considera el tamaño de los aglomerados, en los de 500.000 y más habitantes, la TA (49,1%) fue superior a la de menos de 500.000 habitantes (44,7%).

En tanto, dentro de la población ocupada (45,0%) se destacó que el 73,1% son asalariados, de ellos el 36,7% no cuenta con descuento jubilatorio.

Por otra parte, el 23,3% trabajan por cuenta propia, el 3,3% son patrones y el 0,3% son trabajadores familiares sin remuneración.

Entre los asalariados ocupados, el 5,3% utilizó sus propias  maquinarias/equipos para realizar su trabajo.

Al mismo tiempo, del total de ocupados, el 8,6% trabajó desde la vivienda.

Al analizar la población ocupada por nivel educativo, más de la mitad de las personas ocupadas (58,5%) cuenta con hasta secundario completo, mientras que el 41,5% posee estudio superior y universitario (completo o incompleto).

Asimismo, en lo que respecta a la calificación de la ocupación principal, el 53,8% corresponde a un empleo operativo; el 18% a calificación técnica; el 16,7% a no calificado; y 11% a profesional.

En lo referente a la tasa de desocupación (6,9% de la PEA), se destacó que al observar las poblaciones específicas para la población de 14 años y más, la tasa de desocupación fue de 7,9% para las mujeres y de 6,2% para los varones.

Entre las regiones, las que mostraron la mayor tasa de desempleo fueron Gran Buenos Aires y Pampeana, con 7,6% y 7,5%, respectivamente.

Al mismo tiempo, se destaca que la región con menor tasa de desempleo fue Noroeste (4,2%).

En referencia al nivel educativo de las personas desocupadas, el 69,5% cuentan con hasta secundario completo, y el 30,5% presentan nivel superior y universitario, completo o incompleto.

En cuanto al tiempo de búsqueda, el 65,4% lleva buscando empleo desde menos de 1 mes hasta 12 meses, mientras que el 34,2% lleva más de un año.",https://www.eleco.com.ar/economia/el-desempleo-bajo-a-69-en-el-tercer-trimestre-del-ano,19/12/2024
"personajes de series, películas y Colapinto","La Ciudad se prepara para despedir el 2024 y en distintos barrios, los grupos de vecinos que trabajan a toda máquina para renovar la tradicional quema de muñecos, que se realiza cada año durante las primeras horas del 1º de enero.

Los personajes de películas, series, dibujos animados y personas destacadas del deporte, entre los más elegidos para dar continuidad a una costumbre que inició en los ‘50 y sigue traspasando de generación en generación.

Todo comenzó en la calle 10 y 40 de esta Ciudad, en la puerta del almacén y bar de don Luis Tórtora, para homenajear a un jugador de Cambaceres, donde hoy los vecinos trabajan en los personajes de la película “Intensamente 2”.

Tiziano, Valentín y Lautaro comentaron a este diario que al definir la propuesta de este año había ganado la película Joker 2, pero como a juzgar por los vecinos “era muy mala”, se definió avanzar con la segunda más votada, que era “Intensamente”.

Están trabajando desde el mes de noviembre, la quema va a ser en la histórica esquina de 10 y 40, entre las 1.30 y las 2 de la madrugada.

En 19, entre 64 y 65, los vecinos trabajan con la serie “Hora de Aventura”.

“El muñeco es una tradición hermosa. Es lo que nos une como barrio y Ciudad. Es muy importante para nosotros y hay mucho esfuerzo”, aseguró Nicolás, que junto a Matías y Juan Pablo integran el grupo de unas 30 personas que están al frente de un proyecto, que en el barrio se realiza hace 51 años.

Sobre la elección de los personajes, Nicolás contó que durante el año “se van tirando ideas” y las semanas previas a diciembre se reúnen y eligen la opción más viable, en relación a una serie de factores que influyen en esta decisión.

“Este año surgió la Hora de Aventura. Son dibujitos de una serie que desde 2010 adquirió mucha popularidad. Nos pareció que era un dibujito lindo para hacer y con una historia linda detrás”, aseguró Nicolás.

El muñeco se va a quemar alrededor de las 2.30. También se invita a participar de las jornadas previas al 31 de diciembre. “Es una fiesta linda, para despedir el año todos juntos”, afirmó Matías.

En Los Hornos, un vecino de 152 entre 72 y 72 bis trabaja en varios de los personajes del año, muchos del deporte argentino, donde no falta el piloto de Fórmula 1, Franco Colapinto.

Además, lo acompañan Ángel “Fideo” Di María, Franco Colapinto, Emiliano “Dibu” Martínez y también King Kong.

“Cuando empezó en Fórmula 1, lo arranqué a ver y me gustó. Ahí comencé a hacerlo. Ahora estoy terminando el auto, le falta un poquito más de pintura y el más difícil fue el de King Kong”, contó a este diario Osvaldo.

La tradicional quema del momo se realizará en 72 y 152, a partir de la 1.30 o 2 de la madrugada.

Inspirados en la repercusión de Colapinto, en 25 y 58, los vecinos de la zona eligieron para el muñeco de este año la película “Cars”.

En el grupo son más de 40 y hace 16 años que participan de esta iniciativa, contó Pedro a este diario, durante la recorrida que se realizó por diferentes puntos de la Ciudad.

Respecto a lo que motivó la elección de “Cars”, Pedro explicó que “la idea la dieron los chicos de la antigua generación, porque estaba la onda Colapinto y como la película es de autos, tomamos la idea”.

La quema del muñeco se llevará a cabo en 25 y 58, desde las 2.15.

Después de un parate de 2 años, el grupo “muñequero” de 13 y 74 vuelve al ruedo con Harry Potter y la llama sagrada.

“Hora de Aventura” es la serie elegida en 19 entre 64 y 65 / Demian Alday

Uno de su integrantes, Martín Fallocca, contó a este diario que “este año traemos Harry Potter y la llama sagrada. Hoy estamos tranquilos, veníamos de 17 años sin parar, era muy trabajoso. Después de unos palos en la rueda, paramos dos años y ahora arrancamos con muchas ganas y años de trabajo”.

El proyecto lo iniciaron en el mes de febrero, durante el invierno frenaron y retomaron a toda marcha en noviembre y diciembre.

“Nuestro estilo se basa en creaciones propias o películas y series famosas que le gustan al grupo, las debatimos y por decantación era Harry Potter. En la última vez, se había quedado afuera cuando hicimos El Zorro”, indicó.

El momo está previsto que arda alrededor de las 2.30 de la mañana en 14 y 72.",https://www.eldia.com/nota/2024-12-19-1-52-7-quema-de-munecos-en-la-plata-personajes-de-series-peliculas-y-colapinto-la-ciudad,19/12/2024
